Date	Time	Serial number	Customer	Modul type	Protocol file	File version	
27.09.2016	15:43:49					1.03	

[mm²] Cell area	[°C] T Cell	[%/K] Modul-TkI	[%/K] Modul TkU	[°C] T Monitor Cell	[%/K] Monitor Cell TkI	LoadType	Measurement type	[W/m²] corrected to	Gain monitor mell	Optical class	[W/m²/mV] Calibration value	Spectral mismatch faktor	Correction Type	CellParamTkI_Umpp	CellParamTkU_Umpp	IEC60891_RsType	IEC60891_TkI	IEC60891_TkU	IEC60891_Kfact	MeasureTimeLf	
23590.000000000	22.171234200	0.070000000	-0.200000000	22.291587275	0.065590000	EL3	LF2	1000.000000000	100.000000000	0	15.589536000	1.000000000	S	0.070000000	-0.360000000	1.000000000	0.008000000	-2.000000000	0.012500000	19.900000000	

[A]Isc	[V]Uoc	[A]Impp	[V]Umpp	[W]Pmpp	[%]Eta	[%]FF	[Ohm]Rser	[Ohm]Rshunt	[W/m²]Irrad.	
9.439855146	0.672832639	8.742189700	0.575808166	5.033824220	21.338805511	79.254816506	0.004029179	48.378290829	995.302736411	

Ufrom[V]	Uto[V]	Lines	Decimals	Ifrom[A]	Ito[A]	Lines	Decimals	
0.000000000	1.000000000	10	1	0.000000000	10.000000000	10	1	

Nr	[V]Uraw	[A]Iraw	[mV]Eraw	[V]Uflt	[A]Iflt	[mV]Eflt	[V]Ucor	[A]Icor	[W/m2]Ecor	
22	-3.087913198	0.168627271	0.005790278	-3.087753746	0.170701333	0.005392507	-3.087753746	0.170701333	0.539250661	
23	-3.235220386	0.184973197	0.005790278	-3.235406414	0.187076266	0.005922868	-3.235406414	0.187076266	0.592286830	
24	-3.383138808	0.202653483	0.008839858	-3.382979356	0.204916096	0.006188049	-3.382979356	0.204916096	0.618804915	
25	-3.531668463	0.221334541	0.005790278	-3.530233394	0.224481893	0.006055459	-3.530233394	0.224481893	0.605545872	
26	-3.677141952	0.242684321	0.005790278	-3.677062226	0.246092744	0.005790278	-3.677062226	0.246092744	0.579027788	
27	-3.824449141	0.266035643	0.005790278	-3.823465853	0.270111246	0.005525097	-3.823465853	0.270111246	0.552509704	
28	-3.970533863	0.292389278	0.002740698	-3.969125369	0.297001526	0.004862145	-3.969125369	0.297001526	0.486214492	
29	-4.115396119	0.321078045	0.005790278	-4.113775022	0.327401757	0.005392507	-4.113775022	0.327401757	0.539250661	
30	-4.259647142	0.354770666	0.005790278	-4.257467963	0.362080645	0.005657687	-4.257467963	0.362080645	0.565768746	
31	-4.402064465	0.392799962	0.002740698	-4.399885286	0.401951940	0.006188049	-4.399885286	0.401951940	0.618804915	
32	-4.542648089	0.437167474	0.011889437	-4.540654938	0.448524048	0.007248773	-4.540654938	0.448524048	0.724877252	
33	-4.682620480	0.488873972	0.005790278	-4.679484588	0.503682482	0.006851001	-4.679484588	0.503682482	0.685100126	
34	-4.821370405	0.549253819	0.008839858	-4.815763005	0.570066954	0.006983592	-4.815763005	0.570066954	0.698359168	
35	-4.954619231	0.624645230	0.008839858	-4.948799228	0.651013369	0.006851001	-4.948799228	0.651013369	0.685100126	
36	-5.084811892	0.716382566	-0.000308882	-5.078194628	0.749669078	0.005922868	-5.078194628	0.749669078	0.592286830	
37	-5.210114687	0.832471995	0.008839858	-5.203842903	0.868572269	0.006320640	-5.203842903	0.868572269	0.632063957	
38	-5.330527617	0.974581469	0.005790278	-5.325850355	1.008941271	0.006188049	-5.325850355	1.008941271	0.618804915	
39	-5.447273148	1.141376626	0.005790278	-5.444987668	1.169963865	0.006453230	-5.444987668	1.169963865	0.645322999	
40	-5.564018679	1.327186431	0.008839858	-5.561520596	1.348811785	0.007646544	-5.561520596	1.348811785	0.764654379	
41	-5.678319278	1.528674980	0.005790278	-5.676060373	1.542120120	0.007381363	-5.676060373	1.542120120	0.738136295	
42	-5.792619877	1.739504058	0.008839858	-5.789297957	1.746683502	0.007513953	-5.789297957	1.746683502	0.751395337	
43	-5.901419377	1.949665956	0.011889437	-5.901313076	1.959456106	0.007381363	-5.901313076	1.959456106	0.738136295	
44	-6.012052577	2.168167611	0.002740698	-6.012584084	2.178653950	0.006320640	-6.012584084	2.178653950	0.632063957	
45	-6.124519476	2.397010566	0.005790278	-6.123323585	2.402797633	0.005922868	-6.123323585	2.402797633	0.592286830	
46	-6.233930209	2.628522244	0.005790278	-6.233451853	2.630813864	0.005392507	-6.233451853	2.630813864	0.539250661	
47	-6.344563409	2.860033922	0.002740698	-6.343553546	2.862601117	0.004596964	-6.343553546	2.862601117	0.459696408	
48	-6.453362909	3.092212780	0.005790278	-6.453575512	3.097622744	0.004862145	-6.453575512	3.097622744	0.486214492	
49	-6.562162410	3.328728312	0.005790278	-6.563597479	3.335603173	0.005392507	-6.563597479	3.335603173	0.539250661	
50	-6.672795609	3.571582060	0.002740698	-6.673964925	3.576788970	0.005922868	-6.673964925	3.576788970	0.592286830	
51	-6.784651276	3.817438122	0.005790278	-6.784677851	3.821151127	0.006718411	-6.784677851	3.821151127	0.671841084	
52	-6.895895708	4.065295725	0.011889437	-6.895762832	4.068414069	0.006983592	-6.895762832	4.068414069	0.698359168	
53	-7.006528908	4.315488460	0.008839858	-7.007140141	4.318142678	0.006851001	-7.007140141	4.318142678	0.685100126	
54	-7.118384574	4.567349147	0.005790278	-7.118703478	4.569727791	0.006585820	-7.118703478	4.569727791	0.658582041	
55	-7.230240240	4.820544195	0.002740698	-7.230399692	4.822850319	0.006055459	-7.230399692	4.822850319	0.605545872	
56	-7.342095906	5.076074375	0.005790278	-7.342175632	5.077321712	0.005525097	-7.342175632	5.077321712	0.552509704	
57	-7.453951572	5.331938145	0.005790278	-7.454111024	5.332808381	0.005657687	-7.454111024	5.332808381	0.565768746	
58	-7.566418472	5.588135506	0.005790278	-7.566126143	5.589266812	0.006453230	-7.566126143	5.589266812	0.645322999	
59	-7.677662904	5.845333638	0.005790278	-7.678034959	5.846464944	0.007381363	-7.678034959	5.846464944	0.738136295	
60	-7.790129804	6.102865360	0.008839858	-7.789996927	6.104257737	0.008176905	-7.789996927	6.104257737	0.817690548	
61	-7.902596703	6.362732214	0.011889437	-7.901772867	6.362558167	0.008839858	-7.901772867	6.362558167	0.883985759	
62	-8.013229903	6.620931117	0.008839858	-8.013415930	6.621148676	0.008574677	-8.013415930	6.621148676	0.857467675	
63	-8.125696802	6.880130791	0.008839858	-8.124979267	6.880072775	0.008176905	-8.124979267	6.880072775	0.817690548	
64	-8.235718768	7.138663284	0.008839858	-8.236330002	7.139199929	0.006851001	-8.236330002	7.139199929	0.685100126	
65	-8.348185668	7.397529367	0.002740698	-8.347680736	7.398486626	0.005790278	-8.347680736	7.398486626	0.579027788	
66	-8.458818867	7.658063402	0.005790278	-8.459137772	7.658164930	0.005259916	-8.459137772	7.658164930	0.525991619	
67	-8.570063300	7.917596666	-0.000308882	-8.570541657	7.918017280	0.004862145	-8.570541657	7.918017280	0.486214492	
68	-8.681918966	8.177797111	0.008839858	-8.682025268	8.178159709	0.004862145	-8.682025268	8.178159709	0.486214492	
69	-8.794385865	8.438664736	0.005790278	-8.793296276	8.438418169	0.005127326	-8.793296276	8.438418169	0.512732577	
70	-8.905019065	8.698531590	0.005790278	-8.904487558	8.698749149	0.005127326	-8.904487558	8.698749149	0.512732577	
71	-9.015652265	8.959399215	0.002740698	-9.015519388	8.959181657	0.005127326	-9.015519388	8.959181657	0.512732577	
72	-9.125674232	9.218932479	0.005790278	-9.126338615	9.219628668	0.004331783	-9.126338615	9.219628668	0.433178323	
73	-9.237529898	9.480467285	0.005790278	-9.237104692	9.480162703	0.004331783	-9.237104692	9.480162703	0.433178323	
74	-9.348163097	9.740667730	0.002740698	-9.347897344	9.740798265	0.004199193	-9.347897344	9.740798265	0.419919281	
75	-9.458185064	10.001201765	-0.000308882	-9.458689996	10.001549859	0.004464374	-9.458689996	10.001549859	0.446437366	
76	-9.569429497	10.262069390	0.008839858	-9.569526007	10.262350308	0.004827253	-9.569526007	10.262350308	0.482725271	
77	-9.680673930	10.523270606	0.005790278	-9.680485858	10.523373249	0.006728610	-9.680485858	10.523373249	0.672861010	
78	-9.791307130	10.784805411	0.005790278	-9.791307130	10.784805411	0.005790278	-9.791307130	10.784805411	0.579027788	
79	-9.901329096	10.929583608	-0.000308882	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
80	-10.012573529	10.929583608	0.005790278	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
81	-10.123817962	10.929583608	0.011889437	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
82	-10.235062395	10.929583608	0.011889437	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
83	-10.346306828	10.929583608	0.008839858	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
84	-10.456940028	10.929583608	0.008839858	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
85	-10.566350761	10.929583608	0.011889437	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
86	-10.676983961	10.929583608	0.002740698	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
87	-10.787617160	10.929583608	0.002740698	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
88	-10.897027894	10.929583608	0.005790278	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
89	-11.007661094	10.929583608	0.005790278	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
90	-11.118294293	10.929583608	0.005790278	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
91	-11.228316260	10.929583608	0.002740698	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
92	-11.329780963	10.929583608	0.002740698	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
93	-11.399461541	10.929583608	-0.000308882	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
94	-11.433690598	10.929583608	0.005790278	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
95	-11.450193893	10.929583608	0.008839858	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
96	-11.458139924	10.929583608	0.008839858	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
97	-11.462418556	10.929583608	0.005790278	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
98	-11.464863488	10.929583608	0.002740698	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	
99	-11.466697188	10.929583608	0.002740698	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	

Date	Time	Serial number	Customer	Modul type	Protocol file	File version	
27.09.2016	15:43:49					1.03	

[mm²] Cell area	[°C] T Cell	[%/K] Modul-TkI	[%/K] Modul TkU	[°C] T Monitor Cell	[%/K] Monitor Cell TkI	LoadType	Measurement type	[W/m²] corrected to	Gain monitor mell	Optical class	[W/m²/mV] Calibration value	Spectral mismatch faktor	Correction Type	CellParamTkI_Umpp	CellParamTkU_Umpp	IEC60891_RsType	IEC60891_TkI	IEC60891_TkU	IEC60891_Kfact	MeasureTimeLf	
23590.000000000	22.171234200	0.070000000	-0.200000000	22.291587275	0.065590000	EL3	DFL	1000.000000000	100.000000000	0	15.589536000	1.000000000	S	0.070000000	-0.360000000	1.000000000	0.008000000	-2.000000000	0.012500000	19.900000000	

[Ohm]Rshunt	
59.944229453	

Ufrom[V]	Uto[V]	Lines	Decimals	Ifrom[A]	Ito[A]	Lines	Decimals	
-1.000000000	1.000000000	10	2	-0.100000000	0.100000000	10	3	

Nr	[V]Uraw	[A]Iraw	[mV]Eraw	[V]Uflt	[A]Iflt	[mV]Eflt	[V]Ucor	[A]Icor	[W/m2]Ecor	
0	-0.096806323	0.001649056	0.008839858	-0.096806323	0.001649056	0.008839858	-0.096261719	0.001652327	0.000000000	
1	-0.096775800	0.001651097	0.002740698	-0.096644317	0.001638218	0.006494027	-0.096100625	0.001641469	0.000000000	
2	-0.096317957	0.001611283	0.008839858	-0.096046464	0.001612492	0.007074311	-0.095506135	0.001615691	0.000000000	
3	-0.095554886	0.001583718	0.008839858	-0.095252311	0.001589378	0.006851001	-0.094716450	0.001592531	0.000000000	
4	-0.094517108	0.001564832	0.005790278	-0.094434829	0.001567584	0.006718411	-0.093903567	0.001570694	0.000000000	
5	-0.093601422	0.001545435	0.005790278	-0.093491274	0.001544947	0.007116182	-0.092965320	0.001548012	0.000000000	
6	-0.092472076	0.001522465	0.005790278	-0.092469422	0.001524063	0.007513953	-0.091949216	0.001527087	0.000000000	
7	-0.091434298	0.001505110	0.008839858	-0.091410411	0.001504244	0.007513953	-0.090896163	0.001507229	0.000000000	
8	-0.090365998	0.001484181	0.008839858	-0.090339456	0.001484647	0.008176905	-0.089831233	0.001487593	0.000000000	
9	-0.089267174	0.001462232	0.011889437	-0.089249922	0.001465117	0.008309496	-0.088747829	0.001468024	0.000000000	
10	-0.088137828	0.001446408	0.002740698	-0.088161716	0.001446231	0.008442086	-0.087665744	0.001449100	0.000000000	
11	-0.087069528	0.001429563	0.011889437	-0.087068201	0.001426967	0.008972448	-0.086578381	0.001429798	0.000000000	
12	-0.085970704	0.001407614	0.005790278	-0.085972032	0.001407659	0.008839858	-0.085488378	0.001410452	0.000000000	
13	-0.084902404	0.001389238	0.011889437	-0.084875862	0.001388328	0.008707267	-0.084398376	0.001391083	0.000000000	
14	-0.083773058	0.001366779	0.011889437	-0.083778366	0.001368909	0.008707267	-0.083307054	0.001371625	0.000000000	
15	-0.082674234	0.001349423	0.005790278	-0.082678216	0.001349201	0.007646544	-0.082213093	0.001351878	0.000000000	
16	-0.081575411	0.001329005	0.005790278	-0.081583374	0.001329960	0.006851001	-0.081124410	0.001332598	0.000000000	
17	-0.080476588	0.001313692	0.005790278	-0.080492513	0.001310785	0.005922868	-0.080039686	0.001313385	0.000000000	
18	-0.079377765	0.001288680	0.005790278	-0.079402979	0.001291521	0.005525097	-0.078956281	0.001294083	0.000000000	
19	-0.078339987	0.001273367	0.002740698	-0.078317427	0.001272013	0.005259916	-0.077876836	0.001274537	0.000000000	
20	-0.077271687	0.001253459	0.005790278	-0.077215949	0.001252283	0.005657687	-0.076781555	0.001254768	0.000000000	
21	-0.076111818	0.001233552	0.008839858	-0.076107836	0.001232287	0.005922868	-0.075679676	0.001234732	0.000000000	
22	-0.075043517	0.001210582	0.002740698	-0.074993088	0.001212624	0.006188049	-0.074571199	0.001215029	0.000000000	
23	-0.073792079	0.001191185	0.008839858	-0.073865069	0.001193005	0.006983592	-0.073449526	0.001195372	0.000000000	
24	-0.072754302	0.001173830	0.005790278	-0.072739704	0.001173674	0.006851001	-0.072330492	0.001176003	0.000000000	
25	-0.071624956	0.001154943	0.008839858	-0.071628937	0.001154566	0.006983592	-0.071225974	0.001156856	0.000000000	
26	-0.070495609	0.001136567	0.008839858	-0.070520824	0.001135879	0.007116182	-0.070124095	0.001138133	0.000000000	
27	-0.069366263	0.001116149	0.002740698	-0.069431290	0.001117170	0.007116182	-0.069040690	0.001119387	0.000000000	
28	-0.068389531	0.001097773	0.008839858	-0.068343084	0.001098283	0.007646544	-0.067958606	0.001100463	0.000000000	
29	-0.067260185	0.001080418	0.005790278	-0.067256204	0.001079441	0.008176905	-0.066877841	0.001081583	0.000000000	
30	-0.066191885	0.001061531	0.011889437	-0.066167997	0.001060288	0.008309496	-0.065795756	0.001062392	0.000000000	
31	-0.065062539	0.001040603	0.008839858	-0.065078464	0.001040936	0.008176905	-0.064712351	0.001043001	0.000000000	
32	-0.063994238	0.001022227	0.011889437	-0.063975659	0.001021583	0.007779134	-0.063615751	0.001023610	0.000000000	
33	-0.062864892	0.001001299	0.002740698	-0.062876836	0.001002408	0.007248773	-0.062523109	0.001004397	0.000000000	
34	-0.061796592	0.000981391	0.002740698	-0.061780667	0.000983566	0.006320640	-0.061433107	0.000985518	0.000000000	
35	-0.060636723	0.000964036	0.008839858	-0.060687152	0.000965323	0.006188049	-0.060345744	0.000967238	0.000000000	
36	-0.059598945	0.000948722	0.008839858	-0.059597618	0.000947169	0.005790278	-0.059262339	0.000949048	0.000000000	
37	-0.058530645	0.000929836	0.002740698	-0.058516047	0.000928859	0.005525097	-0.058186853	0.000930702	0.000000000	
38	-0.057431821	0.000911970	0.005790278	-0.057433148	0.000910461	0.005790278	-0.057110046	0.000912268	0.000000000	
39	-0.056332998	0.000891552	0.005790278	-0.056356885	0.000891619	0.005525097	-0.056039838	0.000893388	0.000000000	
40	-0.055295220	0.000871135	0.002740698	-0.055272660	0.000872511	0.005392507	-0.054961712	0.000874242	0.000000000	
41	-0.054196397	0.000853779	0.008839858	-0.054187108	0.000853513	0.005922868	-0.053882267	0.000855206	0.000000000	
42	-0.053128097	0.000834382	0.005790278	-0.053100228	0.000834782	0.005922868	-0.052801502	0.000836438	0.000000000	
43	-0.051968228	0.000816006	0.005790278	-0.052009367	0.000815962	0.006188049	-0.051716778	0.000817581	0.000000000	
44	-0.050930450	0.000796609	0.005790278	-0.050922488	0.000797098	0.006718411	-0.050636013	0.000798679	0.000000000	
45	-0.049831627	0.000781296	0.005790278	-0.049831627	0.000778189	0.006718411	-0.049551289	0.000779733	0.000000000	
46	-0.048732803	0.000757815	0.008839858	-0.048738112	0.000759236	0.007248773	-0.048463926	0.000760742	0.000000000	
47	-0.047695026	0.000738418	0.008839858	-0.047649905	0.000740460	0.007381363	-0.047381841	0.000741929	0.000000000	
48	-0.046535157	0.000721063	0.005790278	-0.046547101	0.000722151	0.007248773	-0.046285240	0.000723583	0.000000000	
49	-0.045436333	0.000704729	0.008839858	-0.045445623	0.000703752	0.006585820	-0.045189959	0.000705149	0.000000000	
50	-0.044368033	0.000685842	0.005790278	-0.044352108	0.000685665	0.005790278	-0.044102596	0.000687025	0.000000000	
51	-0.043208164	0.000668998	0.005790278	-0.043254612	0.000667755	0.005127326	-0.043011274	0.000669080	0.000000000	
52	-0.042139864	0.000648580	-0.000308882	-0.042167732	0.000649512	0.004729555	-0.041930509	0.000650801	0.000000000	
53	-0.041132609	0.000630204	0.005790278	-0.041078199	0.000631180	0.005259916	-0.040847105	0.000632432	0.000000000	
54	-0.040003263	0.000614380	0.005790278	-0.039984684	0.000613048	0.006055459	-0.039759742	0.000614264	0.000000000	
55	-0.038904439	0.000594472	0.005790278	-0.038887187	0.000594472	0.006718411	-0.038668420	0.000595652	0.000000000	
56	-0.037744570	0.000576096	0.011889437	-0.037789691	0.000576252	0.007646544	-0.037577097	0.000577395	0.000000000	
57	-0.036706793	0.000558741	0.008839858	-0.036692195	0.000558097	0.008044315	-0.036485775	0.000559205	0.000000000	
58	-0.035546924	0.000537302	0.005790278	-0.035598680	0.000539788	0.007646544	-0.035398412	0.000540859	0.000000000	
59	-0.034539669	0.000522499	0.005790278	-0.034517109	0.000521656	0.007381363	-0.034322926	0.000522691	0.000000000	
60	-0.033440846	0.000504634	0.011889437	-0.033439519	0.000503813	0.006585820	-0.033251398	0.000504812	0.000000000	
61	-0.032342022	0.000486258	0.002740698	-0.032357947	0.000485858	0.005790278	-0.032175911	0.000486822	0.000000000	
62	-0.031304245	0.000465329	0.005790278	-0.031275049	0.000467970	0.006055459	-0.031099105	0.000468899	0.000000000	
63	-0.030205422	0.000452058	0.002740698	-0.030184188	0.000449949	0.006320640	-0.030014381	0.000450842	0.000000000	
64	-0.029106598	0.000432661	0.005790278	-0.029085365	0.000431573	0.006188049	-0.028921739	0.000432429	0.000000000	
65	-0.027946729	0.000413264	0.011889437	-0.027989196	0.000413108	0.006585820	-0.027831737	0.000413928	0.000000000	
66	-0.026908952	0.000394377	0.008839858	-0.026889045	0.000394754	0.006585820	-0.026737776	0.000395538	0.000000000	
67	-0.025749083	0.000374980	0.002740698	-0.025790222	0.000375957	0.006851001	-0.025645134	0.000376703	0.000000000	
68	-0.024741828	0.000357625	0.002740698	-0.024699361	0.000357581	0.006851001	-0.024560410	0.000358290	0.000000000	
69	-0.023581959	0.000339759	0.008839858	-0.023609827	0.000339160	0.006585820	-0.023477006	0.000339833	0.000000000	
70	-0.022513658	0.000319852	0.011889437	-0.022513658	0.000320962	0.006585820	-0.022387003	0.000321598	0.000000000	
71	-0.021445358	0.000304028	0.005790278	-0.021418816	0.000302941	0.006453230	-0.021298320	0.000303542	0.000000000	
72	-0.020346535	0.000283100	0.002740698	-0.020310703	0.000284809	0.006718411	-0.020196441	0.000285374	0.000000000	
73	-0.019186666	0.000267786	0.005790278	-0.019206572	0.000266788	0.006585820	-0.019098521	0.000267317	0.000000000	
74	-0.018087842	0.000248900	0.005790278	-0.018102440	0.000248700	0.006453230	-0.018000601	0.000249193	0.000000000	
75	-0.016958496	0.000231034	0.011889437	-0.016999636	0.000230590	0.006585820	-0.016904001	0.000231048	0.000000000	
76	-0.015920718	0.000212148	0.005790278	-0.015903466	0.000212680	0.006718411	-0.015813998	0.000213102	0.000000000	
77	-0.014821895	0.000193261	0.005790278	-0.014808624	0.000194815	0.006188049	-0.014725315	0.000195201	0.000000000	
78	-0.013723072	0.000177437	0.002740698	-0.013711128	0.000176927	0.005790278	-0.013633993	0.000177278	0.000000000	
79	-0.012624249	0.000159572	0.008839858	-0.012612305	0.000159283	0.005657687	-0.012541352	0.000159599	0.000000000	
80	-0.011494902	0.000143237	0.002740698	-0.011509500	0.000141262	0.005657687	-0.011444751	0.000141542	0.000000000	
81	-0.010396079	0.000121288	0.005790278	-0.010412004	0.000122975	0.005922868	-0.010353429	0.000123219	0.000000000	
82	-0.009297256	0.000107506	0.008839858	-0.009323797	0.000104355	0.006851001	-0.009271344	0.000104562	0.000000000	
83	-0.008228955	0.000084025	0.005790278	-0.008231609	0.000085468	0.007116182	-0.008185301	0.000085638	0.000000000	
84	-0.007160655	0.000066670	0.005790278	-0.007142076	0.000066848	0.008176905	-0.007101897	0.000066980	0.000000000	
85	-0.006122877	0.000046252	0.011889437	-0.006056523	0.000048228	0.008972448	-0.006022451	0.000048323	0.000000000	
86	-0.004901963	0.000029918	0.008839858	-0.004955046	0.000029962	0.009237629	-0.004927170	0.000030022	0.000000000	
87	-0.003833662	0.000014094	0.011889437	-0.003860204	0.000012163	0.009370219	-0.003838487	0.000012188	0.000000000	
88	-0.002826407	-0.000008876	0.008839858	-0.002761380	-0.000005436	0.009767991	-0.002745846	-0.000005447	0.000000000	
89	-0.001605493	-0.000021637	0.008839858	-0.001658576	-0.000022858	0.009767991	-0.001649245	-0.000022903	0.000000000	
90	-0.000598238	-0.000041034	0.005790278	-0.000570369	-0.000040302	0.009900581	-0.000567160	-0.000040382	0.000000000	
91	0.000561631	-0.000054816	0.014939017	0.000525800	-0.000057968	0.010165762	0.000522842	-0.000058083	0.000000000	
92	0.001599409	-0.000077786	0.011889437	0.001621969	-0.000075523	0.009900581	0.001612844	-0.000075672	0.000000000	
93	0.002698232	-0.000092079	0.008839858	0.002711503	-0.000093322	0.009237629	0.002696249	-0.000093507	0.000000000	
94	0.003827578	-0.000112497	0.008839858	0.003803691	-0.000111232	0.008839858	0.003782292	-0.000111452	0.000000000	
95	0.004895879	-0.000128320	0.005790278	0.004890570	-0.000129075	0.007911725	0.004863057	-0.000129331	0.000000000	
96	0.005994702	-0.000146697	0.005790278	0.005978777	-0.000146652	0.007381363	0.005945142	-0.000146943	0.000000000	
97	0.007032480	-0.000165583	0.008839858	0.007066984	-0.000164163	0.007248773	0.007027227	-0.000164488	0.000000000	
98	0.008161826	-0.000180897	0.008839858	0.008155190	-0.000181340	0.007248773	0.008109312	-0.000181700	0.000000000	
99	0.009230126	-0.000199783	0.005790278	0.009246051	-0.000198718	0.007381363	0.009194036	-0.000199112	0.000000000	
100	0.010359472	-0.000214076	0.005790278	0.010334258	-0.000216251	0.007381363	0.010276120	-0.000216680	0.000000000	
101	0.011427773	-0.000232962	0.008839858	0.011425119	-0.000233628	0.007248773	0.011360844	-0.000234091	0.000000000	
102	0.012526596	-0.000251338	0.008839858	0.012513325	-0.000252048	0.006453230	0.012442929	-0.000252548	0.000000000	
103	0.013564374	-0.000272267	0.005790278	0.013605513	-0.000270336	0.006453230	0.013528973	-0.000270872	0.000000000	
104	0.014693720	-0.000284517	0.005790278	0.014699028	-0.000288867	0.005657687	0.014616336	-0.000289440	0.000000000	
105	0.015792543	-0.000312081	-0.000308882	0.015799179	-0.000307953	0.005259916	0.015710297	-0.000308564	0.000000000	
106	0.016921889	-0.000324843	0.011889437	0.016901983	-0.000326507	0.005392507	0.016806898	-0.000327155	0.000000000	
107	0.017990190	-0.000344750	-0.000308882	0.018004788	-0.000344928	0.005259916	0.017903498	-0.000345612	0.000000000	
108	0.019119536	-0.000365678	0.008839858	0.019104938	-0.000363659	0.006188049	0.018997459	-0.000364380	0.000000000	
109	0.020218359	-0.000381502	0.005790278	0.020197126	-0.000381569	0.006585820	0.020083503	-0.000382326	0.000000000	
110	0.021286660	-0.000398857	0.005790278	0.021285333	-0.000399989	0.006585820	0.021165588	-0.000400783	0.000000000	
111	0.022385483	-0.000417744	0.011889437	0.022380175	-0.000418587	0.007779134	0.022254270	-0.000419418	0.000000000	
112	0.023423261	-0.000436630	0.002740698	0.023469708	-0.000436941	0.007248773	0.023337675	-0.000437808	0.000000000	
113	0.024552607	-0.000456027	0.008839858	0.024561896	-0.000455317	0.007646544	0.024423718	-0.000456221	0.000000000	
114	0.025712476	-0.000476445	0.011889437	0.025659393	-0.000473538	0.007116182	0.025515040	-0.000474477	0.000000000	
115	0.026750253	-0.000491248	0.002740698	0.026747599	-0.000491137	0.006055459	0.026597125	-0.000492112	0.000000000	
116	0.027818554	-0.000507583	0.008839858	0.027842441	-0.000508581	0.005657687	0.027685808	-0.000509590	0.000000000	
117	0.028947900	-0.000525959	-0.000308882	0.028929321	-0.000525981	0.004729555	0.028766573	-0.000527024	0.000000000	
118	0.029985678	-0.000542293	0.005790278	0.030012219	-0.000543536	0.004596964	0.029843379	-0.000544614	0.000000000	
119	0.031145547	-0.000561179	0.002740698	0.031105734	-0.000561845	0.005259916	0.030930742	-0.000562960	0.000000000	
120	0.032152801	-0.000579045	0.005790278	0.032204557	-0.000580288	0.005657687	0.032023384	-0.000581439	0.000000000	
121	0.033282147	-0.000599463	0.008839858	0.033310016	-0.000599041	0.006585820	0.033122624	-0.000600230	0.000000000	
122	0.034411494	-0.000619881	0.008839858	0.034424764	-0.000617928	0.006718411	0.034231101	-0.000619154	0.000000000	
123	0.035571363	-0.000635194	0.005790278	0.035538186	-0.000636348	0.006718411	0.035338258	-0.000637611	0.000000000	
124	0.036670186	-0.000655612	0.005790278	0.036646299	-0.000654880	0.006453230	0.036440137	-0.000656179	0.000000000	
125	0.037769009	-0.000673988	0.005790278	0.037749103	-0.000673367	0.006055459	0.037536738	-0.000674703	0.000000000	
126	0.038867833	-0.000689812	0.005790278	0.038834656	-0.000691166	0.005525097	0.038616183	-0.000692537	0.000000000	
127	0.039875087	-0.000709720	0.005790278	0.039908264	-0.000709342	0.005392507	0.039683752	-0.000710750	0.000000000	
128	0.041034956	-0.000730648	0.005790278	0.040980546	-0.000727474	0.004994735	0.040750002	-0.000728918	0.000000000	
129	0.042011688	-0.000741878	0.002740698	0.042047519	-0.000745517	0.004464374	0.041810972	-0.000746997	0.000000000	
130	0.043110511	-0.000762806	0.005790278	0.043114493	-0.000764426	0.004331783	0.042871943	-0.000765943	0.000000000	
131	0.044178812	-0.000783224	0.002740698	0.044193410	-0.000783246	0.004729555	0.043944791	-0.000784800	0.000000000	
132	0.045277635	-0.000802621	0.002740698	0.045271000	-0.000802288	0.005127326	0.045016319	-0.000803880	0.000000000	
133	0.046315413	-0.000824060	0.005790278	0.046361861	-0.000821441	0.006453230	0.046101043	-0.000823071	0.000000000	
