Date	Time	Serial number	Customer	Modul type	Protocol file	File version	
27.09.2016	15:43:49					1.03	

[mm²] Cell area	[°C] T Cell	[%/K] Modul-TkI	[%/K] Modul TkU	[°C] T Monitor Cell	[%/K] Monitor Cell TkI	LoadType	Measurement type	[W/m²] corrected to	Gain monitor mell	Optical class	[W/m²/mV] Calibration value	Spectral mismatch faktor	Correction Type	CellParamTkI_Umpp	CellParamTkU_Umpp	IEC60891_RsType	IEC60891_TkI	IEC60891_TkU	IEC60891_Kfact	MeasureTimeLf	
23590.000000000	22.171234200	0.070000000	-0.200000000	22.291587275	0.065590000	EL3	LF2	1000.000000000	100.000000000	0	15.589536000	1.000000000	S	0.070000000	-0.360000000	1.000000000	0.008000000	-2.000000000	0.012500000	19.900000000	

[A]Isc	[V]Uoc	[A]Impp	[V]Umpp	[W]Pmpp	[%]Eta	[%]FF	[Ohm]Rser	[Ohm]Rshunt	[W/m²]Irrad.	
9.439855146	0.672832639	8.742189700	0.575808166	5.033824220	21.338805511	79.254816506	0.004029179	48.378290829	995.302736411	

Ufrom[V]	Uto[V]	Lines	Decimals	Ifrom[A]	Ito[A]	Lines	Decimals	
0.000000000	1.000000000	10	1	0.000000000	10.000000000	10	1	

Nr	[V]Uraw	[A]Iraw	[mV]Eraw	[V]Uflt	[A]Iflt	[mV]Eflt	[V]Ucor	[A]Icor	[W/m2]Ecor	
145	0.664837075	-5.269562021	0.005790278	0.665210940	-5.269649044	0.004729555	0.661468660	-5.280104370	0.000000000	
146	0.665758386	-5.344953432	0.008839858	0.665664920	-5.345330534	0.004994735	0.661920086	-5.355936016	0.000000000	
147	0.666065490	-5.421012023	0.002740698	0.666132252	-5.421055535	0.004729555	0.662384789	-5.431811260	0.000000000	
148	0.666679698	-5.496737024	0.005790278	0.666572880	-5.496780536	0.004729555	0.662822938	-5.507686505	0.000000000	
149	0.666986802	-5.572795616	0.002740698	0.667066916	-5.572549049	0.004729555	0.663314195	-5.583605347	0.000000000	
150	0.667601010	-5.648187027	0.002740698	0.667547601	-5.648303058	0.004464374	0.663792176	-5.659509657	0.000000000	
151	0.667908114	-5.724245618	0.005790278	0.668028285	-5.724057067	0.004994735	0.664270156	-5.735413967	0.000000000	
152	0.668522322	-5.799637029	0.008839858	0.668468913	-5.799883596	0.005790278	0.664708304	-5.811390941	0.000000000	
153	0.669136530	-5.875362030	0.002740698	0.668936245	-5.875753636	0.006453230	0.665173007	-5.887411512	0.000000000	
154	0.669443634	-5.951420622	0.005790278	0.669390224	-5.951768716	0.007116182	0.665624433	-5.963577411	0.000000000	
155	0.669443634	-6.028146394	0.011889437	0.669737385	-6.027856315	0.007779134	0.665969641	-6.039815973	0.000000000	
156	0.670364946	-6.103871395	0.008839858	0.670097899	-6.104045442	0.007381363	0.666328126	-6.116156264	0.000000000	
157	0.670979154	-6.180263577	0.005790278	0.670378298	-6.180379608	0.006983592	0.666606948	-6.192641882	0.000000000	
158	0.670057842	-6.256322169	0.008839858	0.670618640	-6.256699271	0.006453230	0.666845938	-6.269112967	0.000000000	
159	0.670979154	-6.333047941	0.002740698	0.670952449	-6.332975421	0.005392507	0.667177869	-6.345540454	0.000000000	
160	0.670979154	-6.410107303	0.002740698	0.671259553	-6.409295083	0.004994735	0.667483245	-6.422011540	0.000000000	
161	0.671593361	-6.485498714	0.005790278	0.671633418	-6.485585738	0.005127326	0.667855008	-6.498453560	0.000000000	
162	0.672207569	-6.561223715	0.005790278	0.672087398	-6.561861888	0.005392507	0.668306433	-6.574881047	0.000000000	
163	0.672514673	-6.637949487	0.005790278	0.672501321	-6.638196054	0.006188049	0.668718028	-6.651366665	0.000000000	
164	0.673128881	-6.715008850	0.005790278	0.672901891	-6.714457701	0.006718411	0.669116344	-6.727779620	0.000000000	
165	0.673128881	-6.790733851	0.008839858	0.673235700	-6.790704843	0.007248773	0.669448275	-6.804178041	0.000000000	
166	0.673743089	-6.867459623	0.008839858	0.673596213	-6.866951986	0.007116182	0.669806760	-6.880576463	0.000000000	
167	0.673743089	-6.942851034	0.005790278	0.673956727	-6.943126609	0.007116182	0.670165245	-6.956902221	0.000000000	
168	0.674050193	-7.018909625	0.008839858	0.674303888	-7.019359247	0.006718411	0.670510453	-7.033286111	0.000000000	
169	0.674971505	-7.095301807	0.002740698	0.674691106	-7.095765933	0.006055459	0.670895493	-7.109844392	0.000000000	
170	0.675278609	-7.172027579	0.008839858	0.674998209	-7.172288650	0.005790278	0.671200869	-7.186518935	0.000000000	
171	0.675278609	-7.249086942	0.002740698	0.675332018	-7.248927399	0.005525097	0.671532800	-7.263309740	0.000000000	
172	0.675585713	-7.325812714	0.005790278	0.675665827	-7.325508131	0.005392507	0.671864731	-7.340042414	0.000000000	
173	0.675585713	-7.402538486	0.005790278	0.675972931	-7.401943825	0.005657687	0.672170107	-7.416629761	0.000000000	
174	0.676507025	-7.478597078	0.005790278	0.676306739	-7.478190968	0.005259916	0.672502038	-7.493028183	0.000000000	
175	0.676814128	-7.554322079	0.005790278	0.676693957	-7.554293071	0.005392507	0.672887077	-7.569281278	0.000000000	
176	0.677121232	-7.630047080	0.005790278	0.677027766	-7.630351662	0.005525097	0.673219008	-7.645490774	0.000000000	
177	0.677121232	-7.706105671	0.002740698	0.677374927	-7.706410254	0.005259916	0.673564216	-7.721700271	0.000000000	
178	0.678042544	-7.782497853	0.005790278	0.677695383	-7.782178767	0.005657687	0.673882870	-7.797619114	0.000000000	
179	0.677735440	-7.858890035	0.008839858	0.677989135	-7.856424368	0.006718411	0.674174969	-7.872012022	0.000000000	
180	0.678349648	-7.934948627	0.002740698	0.678256182	-7.927247041	0.006851001	0.674440513	-7.942975213	0.000000000	
181	0.678656752	-8.007004134	0.008839858	0.678509876	-7.992123106	0.006983592	0.674692781	-8.007979995	0.000000000	
182	0.678963856	-8.067050391	0.014939017	0.678670104	-8.048630404	0.006585820	0.674852107	-8.064599408	0.000000000	
183	0.678656752	-8.113753035	0.002740698	0.678803628	-8.095188008	0.005127326	0.674984880	-8.111249386	0.000000000	
184	0.678963856	-8.146444885	-0.000308882	0.678857037	-8.131375306	0.004464374	0.675037989	-8.147508481	0.000000000	
185	0.678963856	-8.169129027	0.002740698	0.678883742	-8.157961003	0.003934012	0.675064543	-8.174146926	0.000000000	
186	0.678963856	-8.184140591	0.002740698	0.678857037	-8.176729084	0.003271060	0.675037989	-8.192952244	0.000000000	
187	0.678656752	-8.195149071	0.005790278	0.678830333	-8.189594067	0.004199193	0.675011434	-8.205842752	0.000000000	
188	0.678963856	-8.202154468	0.005790278	0.678816980	-8.198412455	0.004994735	0.674998157	-8.214678636	0.000000000	
189	0.678656752	-8.206824732	0.002740698	0.678776923	-8.204373569	0.005392507	0.674958325	-8.220651577	0.000000000	
190	0.678656752	-8.209493455	0.008839858	0.678750219	-8.208434668	0.006188049	0.674931771	-8.224720734	0.000000000	
191	0.678963856	-8.212829358	0.005790278	0.678750219	-8.211204918	0.006055459	0.674931771	-8.227496480	0.000000000	
192	0.678656752	-8.213830129	0.005790278	0.678683457	-8.213046917	0.006055459	0.674865385	-8.229342134	0.000000000	
193	0.678656752	-8.214830900	0.008839858	0.678656752	-8.214294254	0.005922868	0.674838830	-8.230591946	0.000000000	
194	0.678656752	-8.215498080	0.002740698	0.678630047	-8.215193498	0.005790278	0.674812276	-8.231492974	0.000000000	
195	0.678349648	-8.215831671	0.005790278	0.678616695	-8.215773655	0.006188049	0.674798998	-8.232074282	0.000000000	
196	0.678656752	-8.216165261	0.002740698	0.678670104	-8.216237781	0.006188049	0.674852107	-8.232539329	0.000000000	
197	0.678656752	-8.216832442	0.011889437	0.678721406	-8.216656868	0.006913807	0.674903120	-8.232959247	0.000000000	
198	0.678963856	-8.217166032	0.008839858	0.678869363	-8.217063389	0.007901525	0.675050244	-8.233366575	0.000000000	
199	0.678963856	-8.217166032	0.002740698	0.678963856	-8.217166032	0.002740698	0.675144206	-8.233469422	0.000000000	

